date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2020-06-11 22:00:32 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 96dc9947f0624245b7e056a660e1ce59 10.211.112.103 - - 200 0 0 77378
2020-06-11 22:00:32 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 e8c4319705ab43f8a5eac831cc65433e 10.211.112.103 - - 200 0 0 67737
2020-06-11 22:00:32 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 8fe9a7db1d8a4022832e519c5b74ea58 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 114254
2020-06-11 22:00:32 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 20e3606db5de45c483ada5d227895efd 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 110207
2020-06-11 22:00:32 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 d918e6dd1c0d44ea8026f7e21192f79a 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 115285
2020-06-11 22:00:32 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 f527eb73551c4a6b9403c3b6b5eaf458 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 114598
2020-06-11 22:00:33 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 dfaf9f173d39494799a84c73f244a1b4 10.211.112.103 - - 200 0 0 57142
2020-06-11 22:00:33 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 67d0ab7a606a4f1884ac4368de8a5be6 10.211.112.103 - - 200 0 0 85175
2020-06-11 22:00:35 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 bed23063b6264da4b30b6c4b71b879c3 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 116457
2020-06-11 22:00:36 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 a365eb4608e549228d46d06115c81b47 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 118036
2020-06-11 22:00:36 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 8e0a243bea28442a9bb2089bbd63e558 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 119348
2020-06-11 22:00:40 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 b0e2ae439a1b4aef849eb71435f9ae20 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 121864
2020-06-11 22:00:40 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 de37406a452842688141b0eab5f1e7af 10.211.112.103 - - 200 0 0 23235
2020-06-11 22:00:40 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 7d4f0b3722c840ec9a7b4a63c75808ef 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 122395
2020-06-11 22:00:41 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 7253ad1d04f849f7993122d6ed1edca9 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 123192
2020-06-11 22:00:43 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 de9b7d98af9b47378aec0256731aa889 10.211.112.103 - - 200 0 0 23032
2020-06-11 22:00:43 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 18b0698f6d164129ab27f3659148739d 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 102238
2020-06-11 22:00:43 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 a85a437a85c649fca1be953237f635ea 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 125161
2020-06-11 22:00:44 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 9fa510028f104bdeb202fde4e6f523ba 10.211.112.103 - - 200 0 0 25143
